gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
Nmral1;0.441523341383309;-0.026079046415765;0.033;0.035;1
Tbc1d1;0.403473590244323;-0.026074886321023;0.081;0.076;1
2610008E11Rik;0.339032788420481;-0.025986110605485;0.011;0.013;1
Stk26;0.32823850445822;-0.02590909855079;0.077;0.071;1
Erg28;0.009919483649112;-0.0258889292763;0.154;0.135;1
Cmas;0.039993650448629;-0.025888115355756;0.112;0.099;1
Pcgf1;0.891924833676211;-0.025857060177;0.023;0.022;1
Atp6v0b;0.004532434129165;-0.025837390586151;0.201;0.176;1
Dnajb6;0.000698519328954;-0.025828549083212;0.277;0.239;1
Ago3;0.88670172622309;-0.025795995648355;0.016;0.016;1
4833403J16Rik;0.798783899876547;-0.025731080019994;0.025;0.024;1
Grb2;0.07694054237066;-0.025693663250341;0.164;0.15;1
H2-Q10;0.057537918946231;-0.025688081960538;0.075;0.065;1
Dusp19;0.791753386090075;-0.025677888965769;0.034;0.035;1
Adck2;0.571300172937848;-0.025646820017764;0.015;0.016;1
Herpud2;0.44723626259928;-0.025627344228643;0.034;0.031;1
Zc3hav1;0.003226244798402;-0.025626656047731;0.173;0.15;1
Fam3c;0.090644512872919;-0.025618106130998;0.103;0.092;1
Prpsap2;0.686938433956343;-0.025593191047219;0.021;0.02;1
Sec24a;0.395225412026917;-0.025591729814553;0.027;0.025;1
Idi1;0.614175409983713;-0.0255853461421;0.033;0.034;1
Slc52a3;0.370924715135439;-0.025528488094787;0.012;0.014;1
Ccnb2;0.032895170222597;-0.025493600493108;0.162;0.146;1
Anxa4;0.98782628226281;-0.025425851213282;0.018;0.018;1
Tle3;0.431001702406428;-0.025362796761108;0.06;0.056;1
Dda1;0.017943738421763;-0.025317135695681;0.136;0.12;1
Mrps34;0.002686218163269;-0.025256295821424;0.183;0.158;1
Gpank1;0.506159224525081;-0.025254280851186;0.065;0.062;1
Itga6;0.665410450676791;-0.025250163248866;0.027;0.025;1
1110038F14Rik;0.084106202943446;-0.025241803523113;0.122;0.111;1
Ppia;0.194847168533625;-0.025229675056469;0.978;0.957;1
Cyb561a3;0.523505060724932;-0.025212510033079;0.016;0.015;1
Hltf;0.234160861841236;-0.025166509053399;0.064;0.058;1
Zfp329;0.172272780956656;-0.025155457869533;0.05;0.045;1
Dcun1d3;0.567046547239609;-0.025118902805001;0.015;0.016;1
Podnl1;0.417480170309728;-0.025118448636653;0.027;0.03;1
Zfp748;0.168699126495029;-0.025084925242586;0.009;0.012;1
Sh2b1;0.979967399779963;-0.025050407408573;0.034;0.034;1
Psmb8;0.356512068730331;-0.025044476254911;0.902;0.851;1
Crem;0.69259906327425;-0.025025993936752;0.021;0.022;1
Lag3;0.00041252345679;-0.024967420816639;0.34;0.292;1
Rpia;0.349416413082491;-0.024881308109802;0.047;0.044;1
Wnk1;0.017013951438489;-0.024821579151849;0.202;0.18;1
Swt1;0.02356512603473;-0.02481115908121;0.071;0.06;1
1700056E22Rik;0.919114935670428;-0.02480282452473;0.017;0.017;1
Pigc;0.457599742436915;-0.024671610940846;0.016;0.017;1
Eri2;0.284926784493069;-0.024655554648116;0.01;0.012;1
Safb;0.177163618258994;-0.02464255391943;0.08;0.073;1
Lage3;0.088670932770643;-0.024629912011114;0.108;0.098;1
Kctd20;0.436957202008814;-0.024620711410734;0.04;0.037;1
Col4a3bp;0.137996508117107;-0.024575278507741;0.052;0.045;1
Znfx1;0.843698433101969;-0.024566756107056;0.028;0.027;1
Aggf1;0.034584992770903;-0.024442808830658;0.075;0.064;1
Cars2;0.494042472425462;-0.024428169684359;0.035;0.033;1
2810402E24Rik;0.804816273233543;-0.024417866749956;0.03;0.029;1
Rps6ka3;0.042782585387149;-0.024415030057069;0.06;0.051;1
Hivep2;0.047082434728305;-0.024345926592047;0.051;0.043;1
Ccdc22;0.825251292853872;-0.024314216837524;0.025;0.024;1
Adam8;0.536859599978373;-0.024280716639421;0.031;0.029;1
Shld2;0.7380305641707;-0.02427173887745;0.019;0.018;1
Spr;0.13275397790769;-0.024250992777494;0.049;0.043;1
Prkar2a;0.670606993964369;-0.024190328332432;0.034;0.036;1
Gm50240;0.824304724376134;-0.024130225604558;0.01;0.01;1
Slc10a3;0.499434312500541;-0.024102657115469;0.01;0.011;1
Smad3;0.570419149813098;-0.024096581467802;0.016;0.017;1
Dctn1;0.625485762769742;-0.024082131459046;0.05;0.048;1
Zfhx2;0.140411991010923;-0.024052866328084;0.019;0.023;1
Zmat3;0.809481527491374;-0.024015258648938;0.016;0.016;1
Srpk2;0.008309000200001;-0.023987290771627;0.179;0.158;1
Fam162a;0.156083411739948;-0.02398548498568;0.126;0.116;1
Ap2a2;0.221207594424213;-0.023963567419093;0.047;0.042;1
Cox5a;0.569437339852736;-0.023924735328185;0.74;0.674;1
Osbpl9;0.172857023782021;-0.02391694361858;0.099;0.091;1
Nono;0.005316792373074;-0.023915120263447;0.224;0.198;1
Aff4;0.296801658971667;-0.023907933058039;0.026;0.023;1
Rabep2;0.198213453735159;-0.023897608959476;0.041;0.036;1
Qprt;0.573456921423919;-0.023892441490323;0.01;0.011;1
Zfp260;0.09022033005168;-0.023812533351595;0.045;0.039;1
Mettl7a1;0.591780884168201;-0.023808440799319;0.01;0.011;1
Prcp;0.745296055430276;-0.023775866460431;0.014;0.015;1
Rnf216;0.887530056266665;-0.023736278541661;0.027;0.027;1
Zfp322a;0.663679085819743;-0.023710529651903;0.036;0.034;1
Mpnd;0.00581806159696;-0.023700108857121;0.105;0.088;1
Mcfd2;0.456305502925739;-0.023591011461279;0.015;0.016;1
Hexa;0.454206293964222;-0.023583424863807;0.011;0.012;1
Tent5a;0.020841850845038;-0.023486771288757;0.104;0.09;1
Rab11fip2;0.68433314135295;-0.023461074675717;0.038;0.037;1
Fam114a2;0.025107133056432;-0.023442035122151;0.068;0.058;1
Castor1;0.71983025981223;-0.023430579084693;0.011;0.012;1
Kif1b;0.656382361469072;-0.023419961086842;0.02;0.019;1
Tbc1d15;0.43426150295188;-0.023417484151519;0.058;0.055;1
Plekhb2;0.471379580406903;-0.023397617201686;0.069;0.066;1
Nsmaf;0.019555743610312;-0.02336130043879;0.111;0.097;1
Foxp4;0.756497641498384;-0.023359490791807;0.036;0.035;1
Gmeb1;0.911560759890457;-0.02332516275076;0.03;0.03;1
Zswim1;0.83146001755229;-0.023245252884964;0.017;0.017;1
Ccdc12;0.004916362303156;-0.023207793436717;0.474;0.42;1
Prkdc;0.848062735593952;-0.023199004017593;0.021;0.02;1
Rnf38;0.289646411064527;-0.023178332570523;0.026;0.023;1
Cyb561d1;0.686399979424031;-0.023170707946462;0.015;0.016;1
Asns;0.085240108976438;-0.023164990911932;0.03;0.035;1
Nlk;0.816250557539236;-0.023148422589074;0.029;0.029;1
Agpat4;0.019496696729339;-0.023142505296298;0.113;0.099;1
Trim30d;0.572138899141029;-0.023142139629191;0.021;0.02;1
Taf1b;0.723461331663562;-0.023084617744244;0.049;0.047;1
Zfp110;0.211620977112366;-0.023055934601621;0.015;0.018;1
Rbck1;0.015718218985615;-0.023029184391677;0.165;0.146;1
Vps72;0.762588427224277;-0.023024743713359;0.058;0.056;1
Zfp235;0.665746511827377;-0.022943094253071;0.012;0.011;1
Zc3h13;0.004609787257837;-0.022939597839312;0.115;0.097;1
Eif3f;0.145018587890971;-0.022932651412007;0.775;0.708;1
Smpd5;0.207953155249367;-0.022920131370194;0.008;0.01;1
Ssh2;0.055702051755681;-0.022913773305321;0.062;0.053;1
Gucd1;0.764361553082263;-0.022838787358742;0.017;0.018;1
Primpol;0.325197315624083;-0.022778678976261;0.011;0.013;1
Atp8b4;0.008504886373533;-0.022728168398646;0.105;0.089;1
Tmem265;0.14188661321553;-0.02272688965401;0.01;0.013;1
Plekhm1;0.789969802960257;-0.022680825800476;0.016;0.015;1
Ap4s1;0.184889414781197;-0.022625964989091;0.089;0.082;1
Dr1;0.286025781817615;-0.022617272891431;0.045;0.041;1
Poglut3;0.289021978241912;-0.022613461188583;0.009;0.011;1
Fryl;0.091343548161534;-0.022533257211787;0.112;0.101;1
Parn;0.904483662343353;-0.022469470563156;0.025;0.024;1
Tsr3;0.003428577638036;-0.022395790438695;0.118;0.1;1
Srsf5;2.48217246924125E-05;-0.02232460929152;0.407;0.347;0.801369381694539
Il15ra;0.146455510875201;-0.022248818239554;0.033;0.028;1
Zfp738;0.617946782807282;-0.022225240384201;0.025;0.024;1
E4f1;0.354728867297898;-0.022178935963352;0.026;0.023;1
Rbm39;0.001687180544551;-0.022148997726374;0.554;0.486;1
Fdft1;0.516586134399962;-0.022125388047652;0.035;0.032;1
Ccnc;0.320977568286378;-0.022114081099709;0.043;0.039;1
Mast4;0.364239400799708;-0.022092122742801;0.01;0.011;1
Pabpc1l;0.635867624700593;-0.022077221462094;0.01;0.011;1
Zfp53;0.042893815601256;-0.022050534107403;0.06;0.051;1
Alkbh7;0.078134568306981;-0.022036812247209;0.058;0.05;1
Usp42;0.359521954519574;-0.022030444184712;0.019;0.017;1
Gm50394;0.959689270865289;-0.022030085549867;0.015;0.015;1
Sptan1;0.009617578483145;-0.022020401884849;0.123;0.106;1
Rpl10a;0.393047048401603;-0.022016458497258;0.981;0.971;1
Man2b2;0.786233834228283;-0.021885855564874;0.017;0.017;1
Atg4d;0.272378403277856;-0.021876561056805;0.054;0.049;1
Cdc42se2;0.00202455718422;-0.021833336749734;0.136;0.115;1
Hs3st3b1;0.443323057884919;-0.021833050654251;0.012;0.013;1
Ksr1;0.562581912284628;-0.021798483590822;0.013;0.015;1
Bnip1;0.450933288727611;-0.021793736156668;0.033;0.031;1
Uvssa;0.764150007714929;-0.021742603458676;0.024;0.023;1
Exoc8;0.65333762067817;-0.021730637167603;0.014;0.013;1
Csk;0.000912648127233;-0.02171197271114;0.209;0.18;1
Haus3;0.720490156228669;-0.021700101031504;0.047;0.045;1
Akt2;0.243243687569073;-0.021662938231371;0.063;0.058;1
Parp6;0.882700786752335;-0.021642424944609;0.01;0.009;1
Rhof;0.00547980248053;-0.02161462986285;0.129;0.11;1
Rmnd1;0.303632519890577;-0.021572690657042;0.015;0.017;1
Kctd2;0.256439672579955;-0.021553409683601;0.055;0.05;1
Tango2;0.316012305386648;-0.021524843497909;0.041;0.038;1
Diaph2;0.441554476585814;-0.021516570917221;0.009;0.011;1
Sec11a;0.002519293709878;-0.021501056503824;0.349;0.309;1
Ercc5;0.44728271315813;-0.021476139340573;0.026;0.024;1
Ccdc62;0.24758978245672;-0.021284278708248;0.008;0.01;1
Zfp213;0.677498237606221;-0.021190025401989;0.011;0.012;1
Usp45;0.465010273949949;-0.021179258541217;0.011;0.012;1
Kdm4a;0.232334226750264;-0.021139431292552;0.037;0.033;1
Xrcc6;0.221749158505668;-0.021112916429211;0.021;0.024;1
Slc52a2;0.961308671336751;-0.021085305454734;0.018;0.018;1
Ppp6r2;0.929531491578435;-0.02107873770062;0.023;0.023;1
Pip4p2;0.956852530643955;-0.021067446581217;0.015;0.015;1
Kdm5d;0.999474512947159;-0.021061772745703;0.011;0.011;1
Plek;0.013199356597931;-0.021024104458509;0.318;0.286;1
Dgkh;0.303161420833743;-0.020963888620723;0.064;0.059;1
Mrtfb;0.785106076760529;-0.020941239887227;0.012;0.012;1
2310009A05Rik;0.006291233981902;-0.020907472381446;0.134;0.116;1
Cept1;0.318117195028263;-0.020902534419595;0.046;0.042;1
Mdc1;0.438408500211351;-0.020897839604456;0.011;0.013;1
Psen2;0.03702745486203;-0.020867894680261;0.076;0.066;1
Zfp868;0.916131740987322;-0.020853900236699;0.019;0.019;1
Ern1;0.652211467695893;-0.020840832178852;0.016;0.015;1
Crybg3;0.47854341270246;-0.020779887513866;0.022;0.02;1
Sdf2l1;0.085226736020416;-0.020752008630564;0.125;0.114;1
Sap30l;0.00572901373371;-0.020705650851717;0.16;0.138;1
Ppp2r3c;0.160395998538205;-0.020687468627657;0.052;0.046;1
Gm11131;0.986927651853182;-0.020681163778405;0.014;0.014;1
Ptpra;0.01149804326368;-0.020609895774963;0.075;0.062;1
Zfp1;0.664095967368143;-0.020599067490648;0.011;0.012;1
Elmo1;0.042675000856686;-0.020584793580888;0.098;0.086;1
Zfp317;0.238430909689344;-0.020550848740679;0.009;0.011;1
Trappc6b;0.004932165059796;-0.020532268824662;0.137;0.117;1
Gtpbp1;0.237005157817683;-0.020392499168476;0.048;0.043;1
Dnah8;0.905167491733256;-0.020387100539442;0.012;0.012;1
Mef2d;0.603866175233311;-0.020357804465214;0.082;0.079;1
Rnf139;0.272229178335464;-0.020306322606735;0.036;0.032;1
Trav14-1;0.061850302964757;-0.020289183806416;0.006;0.01;1
Atxn7;0.183549729161857;-0.020279317249969;0.032;0.028;1
Narf;0.646194102048555;-0.020270795902429;0.026;0.024;1
Map3k2;0.150038715279971;-0.02026901819651;0.038;0.033;1
Fmnl1;0.001538469307494;-0.020249266446998;0.17;0.146;1
Vps18;0.949186568697963;-0.0202275122527;0.01;0.01;1
Zfp607a;0.880307178907648;-0.020224522504168;0.009;0.01;1
Gtpbp3;0.37005161960457;-0.020224149835415;0.018;0.016;1
Mob1a;0.000642459940526;-0.020165103080319;0.17;0.143;1
Sgpl1;0.287604924526347;-0.020114889490853;0.018;0.015;1
Zc3h12d;0.584614080505678;-0.02006284212977;0.024;0.023;1
Zfp788;0.535492257423153;-0.020042461018443;0.013;0.012;1
1700012D14Rik;0.814973557565186;-0.019926929189034;0.01;0.01;1
Trp53bp2;0.465135220638345;-0.019888922798759;0.011;0.012;1
Plekha2;0.005855669979781;-0.019863844168096;0.095;0.08;1
Ccdc9;0.943644785036661;-0.019846290840024;0.027;0.027;1
Soat1;0.809852685920753;-0.019821746295478;0.021;0.021;1
Chid1;0.845827705557609;-0.019782496027311;0.014;0.014;1
Pcnp;0.006517941995028;-0.019749035193205;0.141;0.122;1
Pank2;0.471646908089951;-0.019738568833774;0.079;0.075;1
Armc3;0.866665733526726;-0.019736387933877;0.049;0.049;1
Pcmtd1;0.347386409576324;-0.019730927406065;0.04;0.036;1
Kif2c;0.447650779989114;-0.019696842411369;0.015;0.017;1
Cep135;0.818351413288457;-0.019657916828971;0.016;0.015;1
Dhx58;0.240876531664115;-0.019572293714756;0.032;0.029;1
Lgalsl;0.869029945530992;-0.019567879986733;0.03;0.029;1
Gm11808;0.057741955095462;-0.019536790420008;0.122;0.109;1
Gata3;0.088942151539744;-0.019503541226851;0.059;0.051;1
Nrarp;0.823529987334632;-0.019434039088067;0.025;0.024;1
Lgals9;0.000411943518115;-0.019417863192518;0.169;0.142;1
Map3k8;0.132769136928868;-0.019373190751804;0.05;0.044;1
Slc41a1;0.60157424685457;-0.019373113408615;0.014;0.013;1
D830025C05Rik;0.532477317324531;-0.019355065643614;0.016;0.015;1
Dnajb11;0.006783132137939;-0.019352474190293;0.194;0.171;1
Zfp280d;0.30824470693142;-0.01935228008408;0.033;0.03;1
Zfp655;0.565170637536278;-0.019323346764516;0.041;0.039;1
Akap10;0.986434577898808;-0.019320769602272;0.014;0.014;1
Trub2;0.941651119614846;-0.019268258938381;0.027;0.026;1
Pvr;0.345930708232006;-0.019261085480926;0.01;0.012;1
Tbck;0.716337988796101;-0.019249215842123;0.019;0.02;1
Vamp4;0.057641310454785;-0.019238424050274;0.072;0.063;1
Cox7b;0.295349483170528;-0.019229797520668;0.696;0.622;1
Pigh;0.866413635531843;-0.019222651087103;0.015;0.015;1
BC147527;0.924730416467623;-0.019214518420913;0.012;0.012;1
Arfgap2;0.005924184624817;-0.019196306063831;0.087;0.073;1
Ap5s1;0.912253441509801;-0.019146698134019;0.011;0.011;1
Rps12;0.043188626783389;-0.019132363905459;0.994;0.984;1
Trmt1l;0.131082938155412;-0.019098116150355;0.042;0.036;1
Glmp;0.003043971794299;-0.019078196508526;0.166;0.143;1
Gm26724;0.94861191126688;-0.019041172811392;0.011;0.011;1
Kin;0.053607794823189;-0.019030494956816;0.092;0.081;1
Oas1c;0.139496654807472;-0.018981154923173;0.026;0.022;1
Tbl1xr1;0.275399199436262;-0.018974008397832;0.073;0.068;1
Slc37a3;0.969183528682617;-0.018917689462773;0.015;0.015;1
Pacs2;0.513738266381638;-0.018912610114343;0.009;0.01;1
Fam104a;0.032731106170192;-0.018894148598773;0.169;0.153;1
Mrpl53;0.038874406608413;-0.018858718098009;0.103;0.091;1
2810405F17Rik;0.862443453266901;-0.018841793060634;0.011;0.011;1
Ube3a;0.02285240532028;-0.018837889942177;0.097;0.084;1
Gm19391;0.896948670099071;-0.018811832288859;0.01;0.01;1
Exosc10;0.368244526739964;-0.018807390327396;0.038;0.035;1
Higd2a;0.000219776623526;-0.018743561675691;0.319;0.275;1
Deaf1;0.837168698971918;-0.018732421645311;0.022;0.023;1
Abcb8;0.605146222361445;-0.018699185520884;0.012;0.014;1
Yy1;0.003676017548321;-0.018647037631352;0.148;0.127;1
Irak4;0.818372757268041;-0.018641763297971;0.025;0.024;1
Eloa;0.382279910492967;-0.018623616340608;0.062;0.058;1
Mfap3;0.523699992933276;-0.018621030661199;0.034;0.032;1
Ube2i;0.008392894135274;-0.018588718656068;0.476;0.421;1
Acsl5;0.030550819127801;-0.01856210901133;0.105;0.092;1
C730034F03Rik;0.102889512207905;-0.01855020035471;0.008;0.011;1
Rab3d;0.269610200305113;-0.018505840566797;0.008;0.01;1
Mterf1a;0.433502247510414;-0.018498301382428;0.033;0.031;1
Rnf19a;0.483467852021738;-0.018425039138965;0.028;0.026;1
Fhod1;0.3302089013392;-0.018392483208127;0.014;0.012;1
Disp1;0.727977274054118;-0.018371937517595;0.012;0.013;1
AW146154;0.74811004282433;-0.01835088066951;0.012;0.012;1
Tax1bp3;0.249951636887928;-0.018276667077177;0.046;0.042;1
Tor4a;0.898334469191135;-0.018275100289915;0.014;0.014;1
Gm9887;0.770550956024246;-0.018242255721405;0.011;0.01;1
Trip11;0.022351247974014;-0.018220228308405;0.079;0.067;1
Bckdha;0.065250983029338;-0.018169085649593;0.049;0.042;1
Dnajc3;0.003121144955425;-0.018165033922124;0.211;0.185;1
Brd3;0.269465463104927;-0.018074424927328;0.043;0.039;1
Zc3h10;0.757161316663301;-0.018069017163471;0.017;0.017;1
Mcur1;0.04933220706626;-0.018055229755373;0.06;0.052;1
Tada3;0.121006743598802;-0.018031518599815;0.044;0.038;1
Appl1;0.117526353702669;-0.018021920122905;0.064;0.057;1
Ncor1;7.18711908926078E-05;-0.018004080064855;0.302;0.257;1
Gtf3c3;0.479017486906312;-0.017998396795727;0.014;0.016;1
Zfp113;0.602433528476732;-0.017965577500839;0.015;0.014;1
Lyrm1;0.533568895534614;-0.017955689930769;0.02;0.021;1
Pik3ap1;0.142295162674477;-0.017908648232286;0.108;0.099;1
Tcf7;0.86329991073596;-0.017891752759151;0.013;0.012;1
Nprl3;0.673439281287461;-0.017880851219383;0.011;0.011;1
Yme1l1;0.01072160005138;-0.017844318282636;0.09;0.077;1
AU041133;0.407276354000716;-0.017823182306329;0.015;0.013;1
Dennd2d;0.940852069827609;-0.017816876335829;0.027;0.026;1
Daglb;0.417514502548558;-0.017789687847832;0.008;0.01;1
Ubc;0.013538235951465;-0.017786047233558;0.217;0.194;1
Stk19;0.073938962581283;-0.017773942526719;0.091;0.081;1
Gipc1;0.869654712077436;-0.01776879521433;0.045;0.044;1
Trappc11;0.728922769296182;-0.017767518662469;0.021;0.02;1
Fut8;0.274072867340443;-0.017759439088985;0.064;0.059;1
Ercc6;0.167762467010004;-0.01774958865247;0.009;0.012;1
Shc1;0.518505439858026;-0.017745449363358;0.031;0.029;1
Tmem68;0.468031324119232;-0.017738247526991;0.017;0.016;1
Capn15;0.805754147175721;-0.017681675610997;0.025;0.024;1
Zc3h3;0.491457381523041;-0.017666521478601;0.013;0.012;1
Secisbp2l;0.184728293118367;-0.017639626529007;0.033;0.029;1
Zfp775;0.576675897659542;-0.017619985837768;0.015;0.013;1
Nudt2;0.625439282543372;-0.017615196689342;0.027;0.029;1
Lpcat1;0.656787329598676;-0.017560981236227;0.018;0.016;1
Cchcr1;0.003093050216414;-0.017559308022808;0.005;0.01;1
Sgpp1;0.102773792203215;-0.017515492229628;0.043;0.037;1
Rbms2;0.326759319680292;-0.017502090489993;0.024;0.021;1
Hip1r;0.349418146379247;-0.017398411673866;0.093;0.087;1
Gpr180;0.340815585473534;-0.017385665548021;0.02;0.018;1
Slc7a6os;0.388754697239899;-0.017377409361224;0.031;0.028;1
Rnf5;0.704893577098378;-0.017373236765419;0.038;0.037;1
Cdkn2a;0.738881753511699;-0.017352867091378;0.018;0.019;1
Ino80;0.405474540548937;-0.017335681284241;0.035;0.032;1
Sec22b;0.051179673797282;-0.01729337629351;0.091;0.08;1
Fam53c;0.440651136383067;-0.017234246630765;0.015;0.013;1
Ctps2;0.047663257344915;-0.017233330829019;0.051;0.043;1
Galt;0.558736374248605;-0.017209704216865;0.034;0.032;1
Naa16;0.387944240431862;-0.017189415747208;0.042;0.039;1
2810013P06Rik;0.029389547627545;-0.017187014457656;0.063;0.053;1
Setd3;0.019698216484857;-0.017137899803968;0.083;0.071;1
Zfp51;0.446061181322715;-0.017061758861521;0.024;0.022;1
Rac1;0.002334638286376;-0.017027148519237;0.447;0.397;1
Ube2k;0.001145521977053;-0.016991255870065;0.19;0.163;1
Lst1;0.40396987289392;-0.016987426488495;0.014;0.016;1
Tmem38b;0.894187123797049;-0.016980153837693;0.016;0.017;1
Rab24;0.023288966964403;-0.016962441437871;0.096;0.083;1
Gabarapl2;3.57086875340581E-05;-0.016957383780075;0.367;0.314;1
Wtap;0.038871721004828;-0.016939355662873;0.124;0.111;1
Kcnk5;0.474636465832863;-0.016919645010425;0.019;0.018;1
Usf1;0.00221746520792;-0.016915455267355;0.079;0.063;1
Tars2;0.224473795532483;-0.016905575951297;0.026;0.023;1
Zfp729a;0.960629845682471;-0.016901572905494;0.013;0.013;1
Dnase1l1;0.7912172872938;-0.016867994639871;0.012;0.013;1
Lcmt2;0.9729529973732;-0.016806180281945;0.016;0.016;1
Mospd2;0.617632372109591;-0.01673371327236;0.012;0.013;1
Elmsan1;0.365132843216919;-0.016714616259788;0.016;0.014;1
Tmsb15b1;0.222848993268761;-0.016708492900375;0.06;0.054;1
Sat1;0.026812003929818;-0.016671415006836;0.155;0.138;1
Jtb;0.008970530289448;-0.01661560593765;0.183;0.162;1
Sirt6;0.713561404060467;-0.01659099555459;0.016;0.015;1
Nsun6;0.352372228875263;-0.016581035989088;0.02;0.017;1
Usp34;0.004285343113708;-0.016546609690178;0.116;0.098;1
Zfp652;0.27958299766353;-0.016535055264878;0.041;0.037;1
Ccnl1;0.009680185537239;-0.016493651308738;0.144;0.126;1
Zfp101;0.823569293497489;-0.016457594496246;0.012;0.012;1
Ethe1;0.260818926074308;-0.016457136979736;0.038;0.034;1
Med23;0.74164677629575;-0.016411014017781;0.019;0.018;1
Spop;0.020065741888474;-0.016402730926755;0.085;0.073;1
Marveld1;0.421258611274723;-0.016382101097326;0.013;0.011;1
Mctp2;0.171539800464848;-0.016341693276088;0.049;0.043;1
Mpst;0.507570681395687;-0.016290531467705;0.046;0.043;1
1810034E14Rik;0.92907503150814;-0.016282129467556;0.012;0.012;1
Hdgfl3;0.381590843095355;-0.016279228692347;0.029;0.027;1
D2hgdh;0.758423498173105;-0.016252264572011;0.01;0.01;1
Wdr41;0.738533885760706;-0.01620999010727;0.01;0.009;1
Zfp384;0.968193250024237;-0.016202354669989;0.018;0.018;1
Nbn;0.404733653513406;-0.01618942556083;0.014;0.013;1
Trpc1;0.585203854549659;-0.016185084399159;0.011;0.012;1
Ccser2;0.035970385164617;-0.016178626464081;0.047;0.039;1
Pef1;0.148570893468224;-0.016146441176408;0.042;0.036;1
Dync1i2;0.003889296193151;-0.016140555877499;0.166;0.144;1
Rtf1;0.005423243303325;-0.016104844853839;0.207;0.182;1
Ifnar1;0.020719465560993;-0.016092073582717;0.064;0.053;1
Sema7a;0.588727441318383;-0.016077964658198;0.012;0.013;1
Zfp512;0.858227850895972;-0.016041909216542;0.03;0.029;1
Abitram;0.687800399615765;-0.015974113450094;0.015;0.014;1
