gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
Ifnar2;0.001812042814763;0.020271371072702;0.04;0.03;1
Eif4g2;3.78530413887658E-07;0.020284949948169;0.301;0.249;0.012220854412363
Rbm5;2.8275063892778E-05;0.020304029209288;0.144;0.116;0.912860437778337
Pomgnt1;0.000834756847395;0.020321231440588;0.014;0.008;1
Tomm40l;0.027362693004627;0.020327414944277;0.024;0.018;1
Ncoa5;0.024996985430414;0.020337813931414;0.021;0.016;1
0610010F05Rik;0.001444202970852;0.020353345981679;0.022;0.014;1
Tsc2;0.016498132634061;0.020353708070435;0.016;0.011;1
AU022252;0.008939584033318;0.02038525490476;0.016;0.011;1
D11Wsu47e;0.003613144958217;0.020388764907914;0.011;0.006;1
Mlec;0.006666765361618;0.020394356275561;0.087;0.073;1
Aplf;0.003479802477759;0.020397885331407;0.01;0.006;1
Man1b1;0.000907751229124;0.020404700708526;0.02;0.013;1
Slc36a1;0.00449433297125;0.020422630829245;0.015;0.01;1
Msra;0.026157572224944;0.020436155393837;0.04;0.032;1
Rab21;9.82229866524944E-05;0.020483415700478;0.161;0.134;1
4933434E20Rik;0.014736903472479;0.020484049007218;0.067;0.056;1
Dhx37;0.004787515947053;0.020487057223215;0.011;0.006;1
Pygm;0.023665390827164;0.020524183079632;0.013;0.009;1
Scaf4;0.001956656004731;0.020539345299515;0.038;0.029;1
Dbt;0.008455320006929;0.02056947653214;0.028;0.021;1
Ppp2r5d;0.020267858784872;0.020572014054634;0.028;0.022;1
Zfp335;0.004186451304277;0.020575516831717;0.017;0.011;1
Dgcr8;0.282143473928113;0.020615071119531;0.021;0.019;1
2310057M21Rik;0.002520773400082;0.020618998747498;0.025;0.017;1
Ibtk;0.007320739080958;0.020649328805763;0.024;0.017;1
Pigo;0.048402527652575;0.020660544059778;0.014;0.01;1
Fbxo38;0.003550428943069;0.020672454565649;0.03;0.022;1
Rnf169;0.003648872376381;0.020716111221353;0.027;0.019;1
Dcaf12;0.000167015450995;0.020769192307778;0.075;0.058;1
Slc38a9;0.001225330539506;0.020775432920647;0.049;0.037;1
Icam1;8.08947936521984E-06;0.020781788166379;0.072;0.052;0.261168841306123
Zfp942;0.017631811803244;0.020798089986412;0.023;0.017;1
H6pd;0.003456794768228;0.020811017919498;0.013;0.008;1
Smg8;0.001511783409909;0.020832073910219;0.015;0.009;1
Aaas;0.009281612646706;0.020842902401219;0.04;0.032;1
Pgap1;0.010462492669932;0.020848286877907;0.013;0.009;1
Fbxo44;6.88320742270187E-05;0.020850955934215;0.011;0.005;1
Med17;0.000390478097044;0.020872783972669;0.044;0.032;1
Rbm41;8.1560041374886E-05;0.020875155345155;0.014;0.007;1
Calcoco1;0.000343808292573;0.020876803035962;0.019;0.012;1
Yod1;0.065758017109827;0.020891778438358;0.015;0.012;1
Uap1;0.021756843312091;0.020920995342853;0.028;0.021;1
Dmac2l;0.019194585847937;0.020924846388456;0.013;0.009;1
Cep68;0.000597116195629;0.020928428715225;0.018;0.011;1
Tes;4.81621192848571E-06;0.020945549127823;0.225;0.186;0.155491402111161
Mob3c;0.011129759218711;0.020960321549951;0.015;0.01;1
Nanos1;0.00878483001579;0.020970024130983;0.015;0.01;1
Tsix;0.103800055488328;0.020983557248449;0.024;0.019;1
Pmvk;0.000197092403544;0.020983891444727;0.098;0.078;1
Cdc45;0.265020338525216;0.020998684573512;0.031;0.027;1
Prr12;0.005378018247471;0.021024955716952;0.021;0.015;1
Whamm;0.000390213189599;0.021031178117604;0.039;0.027;1
Arf2;0.001151572256278;0.021038427031992;0.017;0.01;1
Hist1h2ak;0.257503953734546;0.02104117365938;0.023;0.02;1
Sepsecs;0.00833879914319;0.02104561890235;0.01;0.006;1
Nxnl2;0.000939369337188;0.021051419970067;0.011;0.006;1
Gm10138;0.047727480748747;0.021066407859355;0.013;0.01;1
Zcchc17;0.000347951058736;0.021066867764139;0.167;0.142;1
Mto1;0.004187465631981;0.021073343392364;0.022;0.015;1
Ints3;0.051350466659998;0.021075208741634;0.021;0.016;1
Nup37;0.0251820621812;0.021093404527719;0.041;0.034;1
Neurl2;0.007883349343458;0.021127368672894;0.022;0.016;1
Xpot;0.009587189258521;0.021139753404547;0.025;0.018;1
Vps41;0.00012862009187;0.021169852997106;0.063;0.047;1
Bub1;0.021642021522061;0.021170553262058;0.019;0.014;1
Wdr5;0.003846471716626;0.021179831018864;0.04;0.03;1
Adat2;0.000188089070964;0.021231886281132;0.056;0.041;1
Tmem177;0.131186445406666;0.021252581144031;0.011;0.008;1
Ttll12;0.010318959961915;0.021278032807662;0.026;0.019;1
Prmt6;0.00285474528064;0.021282941430686;0.024;0.017;1
Tatdn1;0.002332060838243;0.021291326554434;0.043;0.033;1
Carns1;0.006731716037875;0.021319235884401;0.011;0.006;1
Ube2b;2.62920891329549E-06;0.021321040685355;0.338;0.285;0.084884009765745
Yipf2;0.022190527392693;0.021323637466501;0.016;0.012;1
Nfe2l2;0.000907610160699;0.02132391068261;0.044;0.033;1
Lcor;0.000404590227434;0.021349745960586;0.03;0.02;1
Nkiras1;0.047065195356865;0.021374612003317;0.029;0.024;1
Letmd1;0.048950663414166;0.021393190632066;0.029;0.024;1
Fbxw5;0.008598824592725;0.021426248312429;0.026;0.019;1
Gm17491;0.01824939802127;0.021443380217357;0.012;0.008;1
Ascc1;0.014431412575739;0.021462152817623;0.054;0.045;1
Unk;0.016857268937585;0.021483819512607;0.013;0.008;1
Paxbp1;0.000920705803344;0.021486894774217;0.046;0.034;1
Hexim1;0.002017388924014;0.0215222609815;0.032;0.023;1
Foxo3;0.001806107116903;0.021525647761904;0.016;0.01;1
Sidt2;0.001017711971274;0.021548822364252;0.086;0.069;1
Slc25a44;0.001015050345585;0.021550348449763;0.024;0.016;1
Ccne2;0.265274499378271;0.021570648548012;0.012;0.01;1
Orc4;0.001238866768299;0.021575022784318;0.065;0.051;1
Naaa;0.002124492446044;0.021584836751608;0.02;0.013;1
Pgap2;0.013241160096793;0.021591479517425;0.041;0.033;1
Lrrc45;0.03761364197084;0.02161781359343;0.01;0.007;1
Exoc6;0.002336846994221;0.021619085895652;0.04;0.03;1
Wdtc1;2.22609232938486E-05;0.021632539070706;0.093;0.072;0.718693908541901
Vps26b;0.026807834896803;0.021647631620372;0.047;0.039;1
Mbnl2;0.000227925998528;0.021649589589643;0.055;0.041;1
Ano6;0.00304116700707;0.021650038777706;0.026;0.018;1
Dab2ip;0.000657688077693;0.021673863594531;0.013;0.007;1
Cryzl1;0.006893768911526;0.021680414851137;0.033;0.025;1
Psmd4;5.31749657928218E-05;0.021687819456787;0.376;0.325;1
Foxm1;0.013720617914551;0.021693920217732;0.017;0.012;1
Akap9;0.003863468435574;0.021698541238685;0.088;0.073;1
Nhlrc3;3.30668414655874E-05;0.021707322313583;0.026;0.016;1
Ralgapa2;0.002184554116408;0.021708847321442;0.042;0.031;1
Nup88;0.000277245857146;0.021710972976727;0.06;0.045;1
Map3k11;0.019655067293006;0.021721291717297;0.038;0.03;1
Ccdc88b;0.003966056914926;0.021792739481018;0.042;0.032;1
Rnf103;0.003406327909776;0.021805059429313;0.019;0.013;1
Rnf41;0.00023599562472;0.021811356728953;0.021;0.013;1
Btrc;0.015006721261206;0.021821153538464;0.017;0.012;1
Tmem164;0.001741360217389;0.0218332673815;0.022;0.014;1
Akr1c13;0.000176257874649;0.021834521309825;0.029;0.019;1
Fam129a;0.004212667835086;0.021848541776026;0.051;0.04;1
Mrpl32;8.6697200319967E-06;0.021860643425729;0.19;0.156;0.279901911233014
Zfp598;6.33685445682885E-05;0.021873663578081;0.043;0.029;1
Kat5;0.034708258130372;0.021879307483178;0.041;0.034;1
Ercc2;0.002191158751813;0.021890289415714;0.016;0.01;1
Chac2;0.020414207690677;0.021926855816386;0.013;0.009;1
Gpatch2l;0.001817245896353;0.021962274269968;0.022;0.014;1
1700008J07Rik;0.000138369222876;0.021977148556213;0.01;0.005;1
Sympk;0.003065850143759;0.021997045636598;0.046;0.036;1
Brca1;0.030242556354944;0.022004738688762;0.021;0.016;1
Mcoln2;0.006885879610468;0.022007391175844;0.018;0.012;1
Gm32856;0.002121022727944;0.022012945157617;0.019;0.013;1
Rell1;0.003584217724626;0.022014157475918;0.017;0.011;1
Kdm6b;0.005175763756569;0.022035261051331;0.022;0.016;1
Wdr20;0.020076168054331;0.022081841414803;0.044;0.036;1
Acaca;0.016911115655303;0.02211819228425;0.016;0.011;1
Gatad2b;0.000476017185055;0.02211926199672;0.076;0.06;1
Samd8;0.000707542726368;0.022165955832748;0.013;0.007;1
Tubb2a;0.000489167833477;0.02217524444454;0.012;0.006;1
Dag1;0.000584689493834;0.022184689449365;0.012;0.006;1
Zfp180;0.104683546766984;0.022185780611948;0.017;0.014;1
Atp6v1d;5.62608433395952E-06;0.022201200439004;0.175;0.141;0.181638132721883
Med13l;0.000283468455376;0.022236745187634;0.049;0.036;1
Med7;0.034169379615109;0.022259025281322;0.031;0.025;1
Phf14;0.000544902933379;0.022270983417942;0.121;0.101;1
Ate1;0.052756048166274;0.022273410135849;0.048;0.041;1
Mplkip;3.29376332517044E-05;0.022276314319148;0.139;0.112;1
Ece1;0.014977252183809;0.022304620505121;0.022;0.016;1
Gmcl1;0.154444443879079;0.022307747943058;0.029;0.025;1
Osbpl2;0.002159517474992;0.022316329140507;0.023;0.015;1
Fam89a;0.002062802732936;0.022318111216697;0.013;0.008;1
Cdan1;0.000336804541007;0.022366171187802;0.019;0.011;1
Atg13;0.001166165706628;0.022391114701076;0.024;0.016;1
Gm50340;0.019143073390584;0.022396188181974;0.013;0.009;1
Nup160;0.01537361072338;0.022399830874604;0.019;0.014;1
Aacs;0.001153570520921;0.022433447387049;0.012;0.007;1
Gm28875;0.005158343970264;0.022434889149507;0.016;0.01;1
Polr2g;1.79130158433691E-05;0.022440218488953;0.222;0.185;0.578321716503171
Polrmt;0.00240383431709;0.022448534450352;0.014;0.009;1
Ccna2;0.043433707694441;0.022470033600657;0.063;0.054;1
Ttll3;0.008365653302617;0.02249976167085;0.01;0.006;1
Fbxw11;7.99961297243247E-05;0.022529041813017;0.033;0.022;1
Snapc4;0.000328950542084;0.022570871259926;0.011;0.006;1
Cyp4f13;0.002240343007972;0.022573602027455;0.013;0.008;1
Erap1;0.001266471241237;0.022578805204266;0.08;0.065;1
Stil;0.019522163250202;0.022609374873385;0.014;0.01;1
Sco2;0.003578502819684;0.022662293848567;0.045;0.034;1
Klhl11;0.003582344624472;0.022702288203385;0.012;0.007;1
Leng1;0.000420794196204;0.022723051120695;0.041;0.029;1
Med15;0.00010714500807;0.022729989070695;0.068;0.052;1
Ccdc66;0.001399316639482;0.022739600854915;0.027;0.019;1
Itprid2;9.54022012955429E-05;0.022740452752193;0.012;0.005;1
Vps33b;0.000661129429276;0.022766580525523;0.022;0.014;1
Strbp;0.019245398078548;0.022770425167185;0.018;0.013;1
Ap1s3;0.002299446245175;0.022785985201325;0.036;0.027;1
Pde4b;0.014102672951357;0.022801551449743;0.031;0.024;1
Brf2;0.014706149570747;0.022846027195339;0.025;0.019;1
Spata7;6.93768404482909E-05;0.022883408045578;0.011;0.005;1
Trit1;0.000775830896141;0.022885102596431;0.017;0.01;1
Atad1;0.000166889352524;0.022893405216322;0.075;0.058;1
N4bp3;4.03026899944273E-05;0.022902727311381;0.018;0.01;1
Nfatc2ip;0.035336230170581;0.02295315451352;0.027;0.021;1
F730043M19Rik;0.001262948685095;0.022965253973011;0.029;0.02;1
Yju2;0.070854296628211;0.023004585645006;0.05;0.043;1
Gga1;0.007864738378375;0.023047132414247;0.055;0.044;1
Spout1;0.017000061026179;0.023061142608304;0.025;0.019;1
Tbc1d10b;0.000315058513647;0.023077582671022;0.06;0.045;1
Aldh18a1;0.000701573509284;0.023082018820188;0.027;0.018;1
Tab1;0.010445108380231;0.023094588545618;0.02;0.014;1
Bcorl1;0.000194470303422;0.023097166205784;0.012;0.006;1
Maip1;0.000530334015613;0.02310322353782;0.073;0.057;1
Ddx51;0.000547261822105;0.023105379250776;0.013;0.007;1
Ehmt1;0.000155920554665;0.023156045469279;0.056;0.041;1
Dnajc13;0.000114261325184;0.023166465779151;0.048;0.034;1
Aspm;0.005077978970534;0.023171809577427;0.026;0.019;1
Slc39a14;0.000648990903526;0.023188506906394;0.013;0.007;1
Kif11;0.029848827670296;0.023191451783512;0.035;0.029;1
Slfn9;0.157931727314978;0.023212943580814;0.013;0.01;1
Pex11b;0.001802405547344;0.023228251389257;0.038;0.028;1
Proser1;2.82017956660781E-05;0.023233176258848;0.048;0.033;0.910494973079331
Atp1a1;0.000463140014491;0.023297098650911;0.201;0.172;1
Commd10;0.000141169247851;0.02337596039156;0.063;0.047;1
Ccdc134;0.010576780055024;0.023396410623788;0.019;0.013;1
Hypk;0.000257155820053;0.023402832948947;0.143;0.119;1
Tlcd1;0.001499412736144;0.023482191477644;0.01;0.005;1
Dipk2a;0.002167117827483;0.023492081757809;0.013;0.008;1
C330007P06Rik;0.011843473712669;0.023493267940219;0.03;0.023;1
Zfp276;0.001545173563193;0.023501970701431;0.011;0.006;1
Ctu2;0.0003595233886;0.023506550873428;0.057;0.043;1
Socs7;0.002012992424302;0.02353839235224;0.018;0.012;1
Usp36;0.00068183546921;0.023543037495357;0.036;0.025;1
Mosmo;5.90331947136811E-05;0.023551047929496;0.074;0.056;1
Pop4;0.00024024041297;0.023583164731503;0.081;0.063;1
Spata2l;0.008346186064063;0.023584005748303;0.01;0.006;1
Gramd1b;0.013345646348881;0.023600882430109;0.06;0.049;1
Acap3;0.015577814974716;0.023621003412306;0.021;0.015;1
Foxk2;0.000137953107261;0.023621601776961;0.037;0.026;1
Fam45a;0.000200961565315;0.023655977406056;0.037;0.025;1
Llgl1;0.002254728654854;0.023659445179073;0.019;0.012;1
Med6;0.00193096503557;0.023665416320972;0.039;0.029;1
Dgkz;6.51026797543248E-05;0.023670098724608;0.134;0.109;1
1110006O24Rik;0.001267842102888;0.023688901967651;0.011;0.006;1
Dsn1;0.303031994820557;0.023689809969776;0.01;0.009;1
Znrd1;0.00280414018165;0.023706150137925;0.156;0.136;1
Stbd1;0.00021363517377;0.023712685335724;0.011;0.006;1
Mfap1b;0.000640319558896;0.023716130910198;0.051;0.038;1
Zdhhc13;0.025090589589573;0.023731491839549;0.013;0.009;1
Polr1e;0.000353463997129;0.023733643446195;0.046;0.033;1
Mbip;0.001149153880155;0.023744557574136;0.039;0.029;1
Slc25a53;0.000639576673397;0.023780050675043;0.025;0.016;1
Ripk2;0.001043636463197;0.023783262030528;0.021;0.013;1
Flcn;0.000391641206351;0.023791169450505;0.018;0.011;1
Fbxw17;0.004761554556435;0.023791309673;0.026;0.019;1
Msto1;0.025502141894541;0.023796800217706;0.037;0.03;1
Cpsf4;0.001747142882099;0.023804837765375;0.041;0.031;1
Stx7;0.00073816680744;0.023805860695387;0.038;0.027;1
Fmnl3;0.000321520896527;0.023812211851043;0.011;0.006;1
Mxd3;0.032095187099715;0.023838396471348;0.029;0.023;1
Lmf1;0.023109730143969;0.023842159155365;0.019;0.014;1
Bysl;0.00275775375792;0.023852829547406;0.05;0.039;1
Cdk13;0.000710356971475;0.023856576113568;0.075;0.059;1
Tmem106c;0.049525077419007;0.023862081621782;0.013;0.01;1
Zfp709;0.001199574652494;0.023875325392179;0.016;0.01;1
Pcid2;0.003195945202925;0.023876312066693;0.034;0.025;1
Bphl;0.004094067600164;0.023879123388154;0.011;0.007;1
D3Ertd751e;0.031869230538344;0.023880631167898;0.014;0.01;1
Dmxl1;0.002127910402078;0.023888358368339;0.045;0.034;1
Chchd3;1.88475526236319E-05;0.02389691630002;0.143;0.115;0.608493236453955
Dcxr;0.009343186975977;0.023919561463315;0.026;0.019;1
Ess2;0.015022211957472;0.023934872474068;0.035;0.028;1
Xlr4c;0.003569637254168;0.02397404515582;0.02;0.014;1
Sppl2a;2.67309566308912E-05;0.023998760453234;0.117;0.092;0.863008934828322
Plekhg3;0.009519730986262;0.024016179273499;0.01;0.006;1
Triobp;0.000129829745173;0.024016184173466;0.074;0.056;1
Tollip;3.56755942595984E-05;0.024023896438898;0.028;0.017;1
Slc35d1;0.005831615205956;0.024068177571925;0.016;0.01;1
Mrps24;1.0488712372422E-05;0.024069770175875;0.44;0.375;0.338628078943645
Tbc1d17;0.00055252627828;0.024100787850658;0.036;0.026;1
Wdr24;0.000450100815285;0.024114681536854;0.013;0.007;1
Golga3;8.25615312326668E-05;0.024170744028953;0.035;0.023;1
Capn10;0.002007295181114;0.024193818979719;0.017;0.011;1
Apool;0.000184527328505;0.02419961594788;0.065;0.049;1
Rad54l2;7.05602124874548E-05;0.024201222047444;0.047;0.033;1
Gm47015;0.008821445157955;0.024250802652064;0.029;0.022;1
Abcb7;0.001219313438864;0.024258031328784;0.029;0.02;1
Sppl3;0.001011761821241;0.024258750017289;0.061;0.048;1
5430403G16Rik;0.010792595175402;0.024280427661932;0.015;0.01;1
Ints11;0.001628759631022;0.024298758272361;0.069;0.055;1
Gtpbp8;0.021810410698937;0.024337780832626;0.014;0.009;1
Manea;0.005035132912769;0.024343026634519;0.019;0.012;1
Plpp2;0.000247576510415;0.0243497037026;0.028;0.018;1
Heg1;0.002361596633746;0.024364011786328;0.022;0.015;1
Extl2;0.01351661679262;0.024375574359039;0.013;0.009;1
5830454E08Rik;0.001093196882468;0.024377771702246;0.014;0.008;1
Ska3;0.014072896698283;0.024438595942261;0.013;0.009;1
Mtx2;0.007338367041321;0.02447071035784;0.057;0.046;1
Slc25a37;0.000137399585585;0.024506487348738;0.027;0.017;1
Zfp687;0.002169561027153;0.024513314022078;0.023;0.016;1
Rbm22;2.74648983788723E-06;0.024523823184122;0.147;0.116;0.088670424416189
Mapk8ip3;0.002245584080697;0.024526384929455;0.03;0.021;1
Odf2l;0.01541320854736;0.02453792762431;0.012;0.008;1
Zfp68;0.009961783344671;0.024538889839968;0.049;0.039;1
Hectd3;6.64124855776854E-05;0.024550319141496;0.041;0.028;1
Rassf7;0.005974770398733;0.024563898933862;0.019;0.013;1
Noct;0.022900214380414;0.024569919559972;0.016;0.011;1
Dcp1a;0.013054712686872;0.024614943015706;0.021;0.015;1
Hmgcl;0.000147365400535;0.024615800670565;0.065;0.049;1
Mettl25;0.000934763490615;0.024615861319278;0.013;0.007;1
Tec;0.001955494937041;0.024623700090665;0.021;0.014;1
Cnot3;0.000142081727822;0.024631556928636;0.132;0.108;1
Erlin1;1.14428930660641E-05;0.02463615915186;0.011;0.005;0.369433802637879
Rbm42;3.01212506967718E-06;0.024644189946282;0.219;0.18;0.097246457874528
Pradc1;0.001609236521179;0.024645777425298;0.042;0.032;1
Vcpip1;0.000831173296232;0.024661624987824;0.05;0.038;1
Fbxo4;0.005125725103084;0.024684368361899;0.045;0.035;1
Hmgxb4;0.023212896827333;0.024694376496783;0.041;0.033;1
Pak4;0.000988872935339;0.024724691786717;0.011;0.006;1
9230116N13Rik;0.009472331193856;0.024759511582827;0.014;0.009;1
Nbas;0.032131564608285;0.024763470710246;0.013;0.009;1
Sec16a;0.010423029141672;0.024770398103315;0.028;0.021;1
Mtrr;8.17073446537249E-05;0.024780443320652;0.021;0.012;1
Chmp1b;0.004957002180674;0.024793979871921;0.063;0.051;1
Zfp574;0.013943301313282;0.024806165148678;0.02;0.014;1
Mindy3;0.001009621666645;0.024812424131688;0.104;0.086;1
Rps11;0.002680258056584;0.024835118612446;0.999;0.997;1
Polr3b;0.000907916035135;0.02483910087272;0.026;0.017;1
Hexim2;6.03314820303207E-05;0.024861580714909;0.01;0.004;1
Ptcd1;0.058200140196068;0.024872282239396;0.015;0.011;1
Qrsl1;0.000260219455714;0.024882582969515;0.045;0.033;1
Gm39469;0.003913898967492;0.02492093536991;0.023;0.016;1
Dennd5a;0.002654024273556;0.024935704879699;0.031;0.023;1
Eif2ak4;0.004521187353895;0.024942470949866;0.012;0.008;1
Srbd1;0.000807281117415;0.024949584085279;0.027;0.019;1
Arl2bp;0.000143682032085;0.024958082534912;0.177;0.149;1
Pvt1;0.014616431532766;0.024959041334318;0.029;0.022;1
Zc3h8;0.000101407094499;0.024960538941356;0.028;0.017;1
Ryr1;0.001271428206421;0.024974593525059;0.01;0.005;1
Inafm2;0.003114553591508;0.024993183888232;0.017;0.011;1
Trappc8;0.004499512330757;0.025018759886907;0.033;0.025;1
Zfp667;8.06091651181239E-05;0.025038386230885;0.01;0.005;1
Kif18a;0.034665614055588;0.025067594060461;0.015;0.011;1
Hgh1;0.00306909029612;0.025129164136759;0.019;0.013;1
Mccc1;0.000170305955275;0.025163611512693;0.012;0.006;1
Mrpl21;3.85678836119715E-06;0.025167656067245;0.227;0.187;0.12451641224125
Zfp609;0.000237610999346;0.025170171118324;0.013;0.007;1
Usp30;8.27211654694431E-05;0.025190473289893;0.015;0.008;1
Tmem42;0.008319216355964;0.025199389308845;0.036;0.027;1
Accs;0.001279740248947;0.025226414976283;0.021;0.014;1
Dpy19l4;0.000822133014017;0.025231751457436;0.013;0.008;1
Mon2;0.043179502833945;0.025254600320248;0.026;0.02;1
Kif1bp;0.007663875847665;0.025256579326009;0.023;0.017;1
Tmem94;0.063936998919736;0.025284056194563;0.016;0.012;1
Ears2;0.000285023991619;0.025285236784171;0.013;0.007;1
Mrpl1;0.031957446952792;0.025303315631199;0.046;0.039;1
Lclat1;0.004074797387169;0.025322854674837;0.012;0.007;1
Ctbs;0.001686574112156;0.025364534157594;0.021;0.014;1
Styx;0.000214197133962;0.025377942628323;0.011;0.006;1
Syvn1;0.004593427915395;0.025421937407498;0.019;0.013;1
Usp31;0.007198766002351;0.025441948355041;0.01;0.006;1
Thap1;0.010009122386809;0.025497663259932;0.026;0.019;1
Zscan29;0.00339903644396;0.025501806355363;0.019;0.012;1
Mrps31;0.000205817347458;0.025514160325727;0.061;0.046;1
Ly75;0.000166433930253;0.0255429689211;0.047;0.033;1
Pdpk1;8.1791171076576E-06;0.025564573272028;0.075;0.055;0.264062795820726
Zcchc2;0.006297161410477;0.025568242361528;0.032;0.024;1
Phf19;4.49773855997536E-06;0.02557356332962;0.01;0.004;0.145209489408805
Extl3;0.00517167909694;0.025578443705545;0.022;0.015;1
Eef1aknmt;0.000942189176747;0.025590950395506;0.014;0.008;1
1110051M20Rik;0.002666919709408;0.025598167655136;0.015;0.009;1
Dimt1;0.003540077759065;0.025612613880059;0.035;0.026;1
Ralgds;0.00226551000813;0.025629893973405;0.017;0.01;1
Lrrc57;0.003283052604841;0.025638320561923;0.02;0.013;1
Cln6;0.001798778270672;0.02563842706038;0.022;0.014;1
Tmtc4;0.025764322886738;0.025639685567927;0.014;0.01;1
Ado;0.002039115553887;0.025646785511264;0.036;0.027;1
Mfap1a;0.000239057531444;0.025684607347299;0.047;0.034;1
Helq;0.003956224902868;0.025698049337633;0.016;0.01;1
Dnajc18;0.000223586035624;0.025698165341022;0.025;0.016;1
Ska1;0.05385832588882;0.025715041591607;0.03;0.025;1
C2cd3;0.004183395896411;0.025715646201465;0.04;0.03;1
Ift52;0.009426839595662;0.02572176102736;0.084;0.071;1
Dctd;0.021855919519736;0.025722094920334;0.011;0.007;1
Stk38l;0.002498579159079;0.025760685947528;0.011;0.006;1
Gramd4;0.000273902733338;0.025762990033402;0.044;0.031;1
Lsg1;1.3837781884825E-05;0.02576380306916;0.081;0.061;0.446752788151575
Fiz1;0.002855658486802;0.02577413456808;0.04;0.03;1
Fbxw9;0.000535762618671;0.025793929377044;0.012;0.006;1
Cep85;0.001668071643039;0.025871316748585;0.017;0.011;1
Pi4k2b;1.64326761695005E-05;0.025893121609207;0.016;0.008;0.530528950132324
Dtnb;0.030745509388858;0.025915901095157;0.021;0.015;1
Dnajb12;0.00097684963102;0.025922917793987;0.038;0.028;1
Cenpm;0.025119031799989;0.025926882277053;0.069;0.059;1
D230025D16Rik;0.000290924150604;0.025943857185824;0.023;0.015;1
Gm9828;6.61744123112107E-05;0.025953543014485;0.014;0.007;1
Sos1;0.000371815994778;0.025953892064501;0.023;0.015;1
Tgoln1;0.000263619098863;0.025962523774215;0.136;0.112;1
Ctnnb1;0.002523137881782;0.026018919118247;0.099;0.083;1
Sirt7;9.04303031748109E-07;0.02603605404451;0.191;0.153;0.029195423379988
Pi4ka;0.000542017257872;0.026044084999661;0.035;0.024;1
Uba5;0.005464590226457;0.026058215854936;0.065;0.053;1
Myo18a;0.01070943040057;0.026061610295111;0.027;0.02;1
Cdca2;0.024670817334594;0.026062837221141;0.024;0.019;1
Abcc1;0.039057226376977;0.026070819839642;0.015;0.01;1
Camta2;6.14935386950976E-05;0.026082088759771;0.028;0.017;1
Rilpl2;6.38725547049232E-07;0.026114551722851;0.325;0.271;0.020621254286484
Med26;0.006968660035124;0.026151616859991;0.013;0.008;1
Strip1;0.000314834237622;0.026153144261874;0.023;0.014;1
Prcc;0.001431309429323;0.026254533213179;0.034;0.025;1
E230001N04Rik;0.007543590905389;0.026254994936172;0.022;0.016;1
Ccnb1;0.041472469028534;0.026272928128402;0.057;0.049;1
Tram2;0.008370938358291;0.026275503990883;0.011;0.007;1
Rfx5;0.000955588802865;0.02627878627135;0.01;0.005;1
Dnajb9;0.054197866160441;0.026280994119337;0.038;0.032;1
Ppp1r16a;0.000389585856731;0.026288450472203;0.017;0.01;1
Celf4;0.000305623085645;0.02630917557347;0.014;0.007;1
Acy1;0.000447710525028;0.026311024131451;0.016;0.009;1
Ice2;0.000160828005019;0.026319900507422;0.012;0.006;1
Actn4;0.000999508003244;0.026342149668419;0.159;0.136;1
Camk1d;0.000865273490576;0.026349283049424;0.034;0.024;1
Ect2;0.000144294612931;0.026375026024847;0.015;0.008;1
Gm42067;0.000864434681879;0.026379556282327;0.022;0.014;1
Tmem184c;0.008378897578137;0.026383214392252;0.027;0.02;1
LTO1;0.000544561216336;0.026395154544065;0.045;0.033;1
Hhat;9.57135034595185E-05;0.026397226150217;0.011;0.005;1
Ndor1;0.004424865842951;0.026398264335886;0.021;0.015;1
Setd5;0.00022541496741;0.026417067434959;0.084;0.066;1
Arid3a;0.00709058927584;0.026478125520727;0.021;0.015;1
Cep170b;1.55178249499409E-07;0.026494239417246;0.011;0.004;0.005009929785088
Prkab1;0.000163763591172;0.026539372588502;0.041;0.028;1
Zw10;0.000689408547707;0.026540392756717;0.028;0.019;1
Rhbdd3;4.92967347375832E-06;0.026555911176135;0.014;0.006;0.159154508100287
Arhgef7;0.008909613939433;0.026603566749583;0.026;0.019;1
Mrpl51;3.7677677429349E-06;0.026625675525111;0.291;0.246;0.121642381580653
Snx19;0.001019971527315;0.026667599509151;0.02;0.012;1
Sumf1;0.002712799655319;0.026677299048425;0.019;0.012;1
Sv2c;0.001254251515307;0.026695295680391;0.021;0.014;1
Zbtb14;0.018421283994231;0.026713152283513;0.02;0.015;1
Pex1;0.000490790187644;0.026714688212755;0.011;0.006;1
Ccdc30;0.000465100013243;0.026714980012574;0.022;0.014;1
Nusap1;0.02999305701533;0.026744774585992;0.048;0.04;1
Trmt61b;0.02131588656334;0.026751119683279;0.024;0.018;1
9930104L06Rik;0.000958134953399;0.02675660582812;0.016;0.009;1
Rps13;0.000116765363966;0.026757570098635;0.999;0.997;1
Mrps27;0.001625713591838;0.026758894966952;0.021;0.014;1
Cstf2t;0.000208902015243;0.026770883885283;0.026;0.016;1
Cdca4;0.00021015033939;0.026777872760837;0.061;0.046;1
Ap1b1;0.000235702221037;0.026790782789736;0.055;0.04;1
Ndst1;0.004379256929412;0.026797486454282;0.031;0.023;1
Adprhl2;0.028496579935788;0.026798408692108;0.049;0.041;1
Arhgap27os2;0.00034015598509;0.026801008166175;0.01;0.005;1
Oat;0.003695619143284;0.026809295761915;0.049;0.039;1
Gan;0.004986871959965;0.026816235833707;0.018;0.012;1
